Year,Age,mx
1945,63,0.0311
1945,64,0.03301
1945,65,0.03538
1945,66,0.03827
1945,67,0.04135
1945,68,0.0445
1945,69,0.04767
1945,70,0.05135
1945,71,0.05607
1945,72,0.06156
1945,73,0.06785
1945,74,0.075
1945,75,0.08254
1945,76,0.08872
1945,77,0.09498
1945,78,0.10136
1945,79,0.10904
1945,80,0.1195
1945,81,0.13046
1945,82,0.14013
1945,83,0.1491
1945,84,0.15923
1945,85,0.17321
1945,86,0.19145
1945,87,0.2111
1945,88,0.23085
1945,89,0.24937
1945,90,0.26405
1945,91,0.27578
1945,92,0.28217
1945,93,0.28022
1945,94,0.27216
1945,95,0.33368
1945,96,0.35304
1945,97,0.3729
1945,98,0.3932
1945,99,0.41387
1945,100,0.43485
1945,101,0.45606
1945,102,0.47744
1945,103,0.4989
1945,104,0.52036
1945,105,0.54175
1945,106,0.56299
1945,107,0.584
1945,108,0.6047
1945,109,0.62504
1945,110+,0.64495
1946,0,0.04917
1946,1,0.00343
1946,2,0.00191
1946,3,0.00144
1946,4,0.00121
1946,5,0.00112
1946,6,0.00106
1946,7,0.00098
1946,8,0.00092
1946,9,0.0009
1946,10,0.00085
1946,11,0.00086
1946,12,0.00093
1946,13,0.00099
1946,14,0.00109
1946,15,0.00123
1946,16,0.0014
1946,17,0.00158
1946,18,0.00232
1946,19,0.00255
1946,20,0.00271
1946,21,0.00278
1946,22,0.00279
1946,23,0.00273
1946,24,0.00263
1946,25,0.00254
1946,26,0.0025
1946,27,0.00251
1946,28,0.00256
1946,29,0.00264
1946,30,0.00276
1946,31,0.00287
1946,32,0.00301
1946,33,0.00318
1946,34,0.00339
1946,35,0.00361
1946,36,0.00385
1946,37,0.0041
1946,38,0.00436
1946,39,0.00463
1946,40,0.00495
1946,41,0.00534
1946,42,0.00577
1946,43,0.00625
1946,44,0.00677
1946,45,0.00734
1946,46,0.008
1946,47,0.00877
1946,48,0.00963
1946,49,0.01058
1946,50,0.01165
1946,51,0.01278
1946,52,0.01396
1946,53,0.01521
1946,54,0.01652
1946,55,0.01785
1946,56,0.01911
1946,57,0.02049
1946,58,0.02203
1946,59,0.02378
1946,60,0.02555
1946,61,0.02722
1946,62,0.02888
1946,63,0.03054
1946,64,0.03227
1946,65,0.03431
1946,66,0.03694
1946,67,0.03985
1946,68,0.04301
1946,69,0.04629
1946,70,0.04988
1946,71,0.05415
1946,72,0.05924
1946,73,0.06532
1946,74,0.07243
1946,75,0.08034
1946,76,0.08685
1946,77,0.09313
1946,78,0.09901
1946,79,0.10438
1946,80,0.11315
1946,81,0.1238
1946,82,0.13533
1946,83,0.14563
1946,84,0.15557
1946,85,0.16756
1946,86,0.18406
1946,87,0.20562
1946,88,0.22783
1946,89,0.24731
1946,90,0.26157
1946,91,0.27316
1946,92,0.28317
1946,93,0.28871
1946,94,0.2922
1946,95,0.33759
1946,96,0.3582
1946,97,0.37936
1946,98,0.40098
1946,99,0.42299
1946,100,0.44532
1946,101,0.46787
1946,102,0.49055
1946,103,0.51327
1946,104,0.53593
1946,105,0.55845
1946,106,0.58073
1946,107,0.60268
1946,108,0.62423
1946,109,0.6453
1946,110+,0.66582
1947,0,0.04059
1947,1,0.00297
1947,2,0.00178
1947,3,0.00131
1947,4,0.00101
1947,5,0.00098
1947,6,0.00092
1947,7,0.00085
1947,8,0.00078
1947,9,0.00073
1947,10,0.0007
1947,11,0.00072
1947,12,0.00077
1947,13,0.00089
1947,14,0.001
1947,15,0.00116
1947,16,0.00133
1947,17,0.00151
1947,18,0.00199
1947,19,0.00211
1947,20,0.00223
1947,21,0.0023
1947,22,0.00232
1947,23,0.0023
1947,24,0.00224
1947,25,0.00218
1947,26,0.00218
1947,27,0.0022
1947,28,0.00225
1947,29,0.00234
1947,30,0.00244
1947,31,0.00253
1947,32,0.00266
1947,33,0.00282
1947,34,0.00302
1947,35,0.00325
1947,36,0.00352
1947,37,0.00382
1947,38,0.00415
1947,39,0.00449
1947,40,0.00489
1947,41,0.00535
1947,42,0.00583
1947,43,0.00633
1947,44,0.00685
1947,45,0.00738
1947,46,0.008
1947,47,0.00874
1947,48,0.00961
1947,49,0.01061
1947,50,0.01175
1947,51,0.01293
1947,52,0.01415
1947,53,0.01543
1947,54,0.01681
1947,55,0.01825
1947,56,0.01961
1947,57,0.02105
1947,58,0.02263
1947,59,0.02439
1947,60,0.02623
1947,61,0.02803
1947,62,0.02987
1947,63,0.03169
1947,64,0.03349
1947,65,0.03548
1947,66,0.03816
1947,67,0.04114
1947,68,0.04446
1947,69,0.04812
1947,70,0.05215
1947,71,0.05656
1947,72,0.06143
1947,73,0.06733
1947,74,0.07442
1947,75,0.08237
1947,76,0.08913
1947,77,0.09584
1947,78,0.10206
1947,79,0.10751
1947,80,0.1155
1947,81,0.12513
1947,82,0.13827
1947,83,0.15279
1947,84,0.16597
1947,85,0.17872
1947,86,0.19276
1947,87,0.21182
1947,88,0.23598
1947,89,0.25696
1947,90,0.26872
1947,91,0.27459
1947,92,0.2778
1947,93,0.28051
1947,94,0.28747
1947,95,0.34909
1947,96,0.37026
1947,97,0.39194
1947,98,0.41406
1947,99,0.43653
1947,100,0.45927
1947,101,0.48217
1947,102,0.50515
1947,103,0.52811
1947,104,0.55095
1947,105,0.57357
1947,106,0.5959
1947,107,0.61783
1947,108,0.63929
1947,109,0.66021
1947,110+,0.68053
1948,0,0.03975
1948,1,0.00274
1948,2,0.00166
1948,3,0.00132
1948,4,0.00106
1948,5,0.00088
1948,6,0.00087
1948,7,0.00082
1948,8,0.00078
1948,9,0.00073
1948,10,0.00068
1948,11,0.0007
1948,12,0.00075
1948,13,0.00083
1948,14,0.00098
1948,15,0.00113
1948,16,0.00128
1948,17,0.00143
1948,18,0.00175
1948,19,0.00191
1948,20,0.00207
1948,21,0.00216
1948,22,0.00221
1948,23,0.00221
1948,24,0.00216
1948,25,0.00208
1948,26,0.00206
1948,27,0.00208
1948,28,0.00213
1948,29,0.0022
1948,30,0.00231
1948,31,0.00242
1948,32,0.00254
1948,33,0.00269
1948,34,0.00289
1948,35,0.00311
1948,36,0.00337
1948,37,0.00368
1948,38,0.00401
1948,39,0.00436
1948,40,0.00475
1948,41,0.0052
1948,42,0.00568
1948,43,0.00618
1948,44,0.0067
1948,45,0.00725
1948,46,0.00789
1948,47,0.00863
1948,48,0.00949
1948,49,0.01049
1948,50,0.01164
1948,51,0.01279
1948,52,0.01398
1948,53,0.01521
1948,54,0.01652
1948,55,0.01792
1948,56,0.01925
1948,57,0.02068
1948,58,0.02222
1948,59,0.02389
1948,60,0.0257
1948,61,0.02754
1948,62,0.02947
1948,63,0.03146
1948,64,0.03345
1948,65,0.0355
1948,66,0.03815
1948,67,0.04108
1948,68,0.04426
1948,69,0.04773
1948,70,0.05164
1948,71,0.05609
1948,72,0.06071
1948,73,0.06598
1948,74,0.0726
1948,75,0.0805
1948,76,0.0874
1948,77,0.09442
1948,78,0.10121
1948,79,0.10717
1948,80,0.11511
1948,81,0.12352
1948,82,0.13476
1948,83,0.15026
1948,84,0.16736
1948,85,0.18231
1948,86,0.19502
1948,87,0.20851
1948,88,0.2273
1948,89,0.25065
1948,90,0.2678
1948,91,0.27719
1948,92,0.28173
1948,93,0.28498
1948,94,0.29432
1948,95,0.34947
1948,96,0.37086
1948,97,0.39278
1948,98,0.41513
1948,99,0.43784
1948,100,0.46081
1948,101,0.48396
1948,102,0.50717
1948,103,0.53035
1948,104,0.55339
1948,105,0.57622
1948,106,0.59872
1948,107,0.62081
1948,108,0.64241
1948,109,0.66345
1948,110+,0.68386
1949,0,0.0396
1949,1,0.00262
1949,2,0.00157
1949,3,0.00122
1949,4,0.00098
1949,5,0.00089
1949,6,0.00078
1949,7,0.00079
1949,8,0.00078
1949,9,0.00075
1949,10,0.00069
1949,11,0.00069
1949,12,0.00074
1949,13,0.00082
1949,14,0.00094
1949,15,0.00114
1949,16,0.00128
1949,17,0.00141
1949,18,0.00163
1949,19,0.00175
1949,20,0.00188
1949,21,0.00196
1949,22,0.00201
1949,23,0.00203
1949,24,0.00202
1949,25,0.00198
1949,26,0.00196
1949,27,0.00198
1949,28,0.00202
1949,29,0.00206
1949,30,0.00213
1949,31,0.00223
1949,32,0.00236
1949,33,0.00252
1949,34,0.00273
1949,35,0.00299
1949,36,0.00325
1949,37,0.00354
1949,38,0.00385
1949,39,0.00417
1949,40,0.0045
1949,41,0.0049
1949,42,0.00537
1949,43,0.0059
1949,44,0.0065
1949,45,0.00714
1949,46,0.00787
1949,47,0.00862
1949,48,0.00939
1949,49,0.01026
1949,50,0.01117
1949,51,0.01214
1949,52,0.01322
1949,53,0.01441
1949,54,0.0157
1949,55,0.01716
1949,56,0.01861
1949,57,0.02014
1949,58,0.02174
1949,59,0.02348
1949,60,0.02541
1949,61,0.02732
1949,62,0.0293
1949,63,0.0314
1949,64,0.03354
1949,65,0.03563
1949,66,0.03807
1949,67,0.04077
1949,68,0.04388
1949,69,0.04712
1949,70,0.05089
1949,71,0.05543
1949,72,0.0603
1949,73,0.0653
1949,74,0.07135
1949,75,0.07872
1949,76,0.08581
1949,77,0.09306
1949,78,0.10025
1949,79,0.10721
1949,80,0.1146
1949,81,0.12436
1949,82,0.13395
1949,83,0.14633
1949,84,0.16286
1949,85,0.17985
1949,86,0.19255
1949,87,0.20185
1949,88,0.21163
1949,89,0.22772
1949,90,0.25085
1949,91,0.27134
1949,92,0.2852
1949,93,0.29463
1949,94,0.30621
1949,95,0.33688
1949,96,0.35721
1949,97,0.37807
1949,98,0.39939
1949,99,0.4211
1949,100,0.44311
1949,101,0.46536
1949,102,0.48774
1949,103,0.51017
1949,104,0.53256
1949,105,0.55482
1949,106,0.57687
1949,107,0.59861
1949,108,0.61997
1949,109,0.64087
1949,110+,0.66126
1950,0,0.03678
1950,1,0.00256
1950,2,0.00143
1950,3,0.00107
1950,4,0.00089
1950,5,0.00077
1950,6,0.00073
1950,7,0.00066
1950,8,0.00069
1950,9,0.00068
1950,10,0.00063
1950,11,0.00062
1950,12,0.00065
1950,13,0.00075
1950,14,0.00088
1950,15,0.00107
1950,16,0.00127
1950,17,0.00141
1950,18,0.00162
1950,19,0.00173
1950,20,0.00186
1950,21,0.00195
1950,22,0.00203
1950,23,0.00201
1950,24,0.00201
1950,25,0.00199
1950,26,0.00195
1950,27,0.00194
1950,28,0.00203
1950,29,0.00204
1950,30,0.0021
1950,31,0.00222
1950,32,0.00238
1950,33,0.00249
1950,34,0.00264
1950,35,0.00285
1950,36,0.00305
1950,37,0.00331
1950,38,0.00361
1950,39,0.00398
1950,40,0.00441
1950,41,0.00481
1950,42,0.00527
1950,43,0.00578
1950,44,0.00633
1950,45,0.00689
1950,46,0.00761
1950,47,0.00832
1950,48,0.00907
1950,49,0.01012
1950,50,0.01099
1950,51,0.01195
1950,52,0.01309
1950,53,0.01437
1950,54,0.01562
1950,55,0.01695
1950,56,0.0184
1950,57,0.01989
1950,58,0.02127
1950,59,0.0229
1950,60,0.02509
1950,61,0.02698
1950,62,0.02887
1950,63,0.0311
1950,64,0.03356
1950,65,0.0359
1950,66,0.03829
1950,67,0.04078
1950,68,0.0442
1950,69,0.04741
1950,70,0.05134
1950,71,0.05584
1950,72,0.06117
1950,73,0.06582
1950,74,0.0714
1950,75,0.07698
1950,76,0.08375
1950,77,0.09105
1950,78,0.0982
1950,79,0.10638
1950,80,0.11377
1950,81,0.12562
1950,82,0.13776
1950,83,0.14888
1950,84,0.16214
1950,85,0.17911
1950,86,0.19652
1950,87,0.2084
1950,88,0.21571
1950,89,0.22396
1950,90,0.24208
1950,91,0.27215
1950,92,0.30062
1950,93,0.31945
1950,94,0.33058
1950,95,0.34292
1950,96,0.36374
1950,97,0.38508
1950,98,0.40687
1950,99,0.42903
1950,100,0.45148
1950,101,0.47414
1950,102,0.4969
1950,103,0.51967
1950,104,0.54236
1950,105,0.56487
1950,106,0.58712
1950,107,0.60902
1950,108,0.6305
1950,109,0.65146
1950,110+,0.67186
1951,0,0.03657
1951,1,0.0025
1951,2,0.00151
1951,3,0.00109
1951,4,0.00092
1951,5,0.001
1951,6,0.00081
1951,7,0.00065
1951,8,0.00053
1951,9,0.00054
1951,10,0.00056
1951,11,0.00062
1951,12,0.00069
1951,13,0.00079
1951,14,0.00093
1951,15,0.00112
1951,16,0.00125
1951,17,0.00144
1951,18,0.00164
1951,19,0.00177
1951,20,0.00189
1951,21,0.00198
1951,22,0.0021
1951,23,0.00206
1951,24,0.00205
1951,25,0.00204
1951,26,0.00197
1951,27,0.00194
1951,28,0.00208
1951,29,0.00207
1951,30,0.00208
1951,31,0.0022
1951,32,0.0024
1951,33,0.00248
1951,34,0.0026
1951,35,0.00281
1951,36,0.003
1951,37,0.00325
1951,38,0.00356
1951,39,0.00396
1951,40,0.00447
1951,41,0.00488
1951,42,0.0053
1951,43,0.00577
1951,44,0.00627
1951,45,0.00674
1951,46,0.00742
1951,47,0.0081
1951,48,0.00881
1951,49,0.01008
1951,50,0.01105
1951,51,0.01198
1951,52,0.01319
1951,53,0.0147
1951,54,0.01606
1951,55,0.01732
1951,56,0.01878
1951,57,0.02022
1951,58,0.02126
1951,59,0.02252
1951,60,0.02476
1951,61,0.02667
1951,62,0.02831
1951,63,0.03055
1951,64,0.03342
1951,65,0.0362
1951,66,0.03867
1951,67,0.04095
1951,68,0.04443
1951,69,0.0474
1951,70,0.05101
1951,71,0.05514
1951,72,0.06066
1951,73,0.06533
1951,74,0.07136
1951,75,0.07659
1951,76,0.08333
1951,77,0.09104
1951,78,0.09803
1951,79,0.10576
1951,80,0.11342
1951,81,0.12209
1951,82,0.135
1951,83,0.14892
1951,84,0.16254
1951,85,0.17791
1951,86,0.18882
1951,87,0.20552
1951,88,0.21164
1951,89,0.24128
1951,90,0.26419
1951,91,0.26619
1951,92,0.28399
1951,93,0.309
1951,94,0.31567
1951,95,0.34709
1951,96,0.36859
1951,97,0.39062
1951,98,0.41312
1951,99,0.43598
1951,100,0.45911
1951,101,0.48243
1951,102,0.50582
1951,103,0.52918
1951,104,0.55242
1951,105,0.57543
1951,106,0.59812
1951,107,0.6204
1951,108,0.64218
1951,109,0.66339
1951,110+,0.68396
1952,0,0.03615
1952,1,0.00249
1952,2,0.00154
1952,3,0.00113
1952,4,0.00093
1952,5,0.00077
1952,6,0.00084
1952,7,0.00073
1952,8,0.00063
1952,9,0.00054
1952,10,0.00055
1952,11,0.00058
1952,12,0.00066
1952,13,0.00077
1952,14,0.00092
1952,15,0.00118
1952,16,0.00136
1952,17,0.0015
1952,18,0.00177
1952,19,0.00189
1952,20,0.00201
1952,21,0.00204
1952,22,0.00214
1952,23,0.0021
1952,24,0.00206
1952,25,0.00203
1952,26,0.00197
1952,27,0.00193
1952,28,0.00207
1952,29,0.00209
1952,30,0.00207
1952,31,0.00214
1952,32,0.00234
1952,33,0.00244
1952,34,0.00255
1952,35,0.00274
1952,36,0.00293
1952,37,0.00316
1952,38,0.00346
1952,39,0.00382
1952,40,0.0043
1952,41,0.00475
1952,42,0.00519
1952,43,0.00566
1952,44,0.00621
1952,45,0.00677
1952,46,0.00748
1952,47,0.00819
1952,48,0.00885
1952,49,0.01002
1952,50,0.01105
1952,51,0.0119
1952,52,0.01293
1952,53,0.01442
1952,54,0.01591
1952,55,0.01721
1952,56,0.01863
1952,57,0.02011
1952,58,0.02116
1952,59,0.02237
1952,60,0.0246
1952,61,0.02685
1952,62,0.02867
1952,63,0.0307
1952,64,0.03342
1952,65,0.0362
1952,66,0.03857
1952,67,0.04052
1952,68,0.04355
1952,69,0.04634
1952,70,0.04987
1952,71,0.05381
1952,72,0.05909
1952,73,0.0639
1952,74,0.06999
1952,75,0.07521
1952,76,0.08132
1952,77,0.08845
1952,78,0.096
1952,79,0.10403
1952,80,0.11271
1952,81,0.12212
1952,82,0.13146
1952,83,0.14493
1952,84,0.15788
1952,85,0.16901
1952,86,0.18593
1952,87,0.19882
1952,88,0.20398
1952,89,0.22927
1952,90,0.24787
1952,91,0.25346
1952,92,0.2855
1952,93,0.27908
1952,94,0.30411
1952,95,0.33002
1952,96,0.35008
1952,97,0.37067
1952,98,0.39175
1952,99,0.41324
1952,100,0.43507
1952,101,0.45715
1952,102,0.4794
1952,103,0.50173
1952,104,0.52405
1952,105,0.54628
1952,106,0.56833
1952,107,0.59011
1952,108,0.61154
1952,109,0.63255
1952,110+,0.65306
1953,0,0.03468
1953,1,0.00234
1953,2,0.00138
1953,3,0.00108
1953,4,0.00086
1953,5,0.00074
1953,6,0.00062
1953,7,0.00069
1953,8,0.00063
1953,9,0.00057
1953,10,0.00051
1953,11,0.00057
1953,12,0.00065
1953,13,0.00076
1953,14,0.0009
1953,15,0.0011
1953,16,0.0013
1953,17,0.00144
1953,18,0.00164
1953,19,0.00187
1953,20,0.00205
1953,21,0.00213
1953,22,0.00217
1953,23,0.0021
1953,24,0.00204
1953,25,0.00195
1953,26,0.00186
1953,27,0.00182
1953,28,0.00193
1953,29,0.00198
1953,30,0.00202
1953,31,0.00206
1953,32,0.00222
1953,33,0.00234
1953,34,0.00246
1953,35,0.00261
1953,36,0.00278
1953,37,0.00302
1953,38,0.00334
1953,39,0.0037
1953,40,0.00416
1953,41,0.00463
1953,42,0.00513
1953,43,0.00559
1953,44,0.00608
1953,45,0.00664
1953,46,0.00734
1953,47,0.00804
1953,48,0.00872
1953,49,0.00982
1953,50,0.01089
1953,51,0.01191
1953,52,0.01289
1953,53,0.01413
1953,54,0.01554
1953,55,0.01686
1953,56,0.01822
1953,57,0.0196
1953,58,0.02075
1953,59,0.02219
1953,60,0.02434
1953,61,0.02663
1953,62,0.02896
1953,63,0.03127
1953,64,0.03375
1953,65,0.03643
1953,66,0.039
1953,67,0.04107
1953,68,0.04375
1953,69,0.04625
1953,70,0.04997
1953,71,0.05402
1953,72,0.05899
1953,73,0.06383
1953,74,0.07015
1953,75,0.07559
1953,76,0.08148
1953,77,0.08765
1953,78,0.09497
1953,79,0.10353
1953,80,0.11354
1953,81,0.12319
1953,82,0.13349
1953,83,0.14301
1953,84,0.15654
1953,85,0.17163
1953,86,0.19515
1953,87,0.20274
1953,88,0.21357
1953,89,0.22513
1953,90,0.25409
1953,91,0.25907
1953,92,0.28604
1953,93,0.31794
1953,94,0.30466
1953,95,0.33886
1953,96,0.3597
1953,97,0.38108
1953,98,0.40293
1953,99,0.42518
1953,100,0.44773
1953,101,0.47051
1953,102,0.4934
1953,103,0.51632
1953,104,0.53918
1953,105,0.56187
1953,106,0.5843
1953,107,0.60639
1953,108,0.62805
1953,109,0.64922
1953,110+,0.66981
1954,0,0.03299
1954,1,0.00211
1954,2,0.00127
1954,3,0.00096
1954,4,0.00077
1954,5,0.00068
1954,6,0.00062
1954,7,0.00053
1954,8,0.00062
1954,9,0.00057
1954,10,0.00051
1954,11,0.00048
1954,12,0.00056
1954,13,0.00067
1954,14,0.00082
1954,15,0.00101
1954,16,0.00118
1954,17,0.00135
1954,18,0.00155
1954,19,0.00168
1954,20,0.00191
1954,21,0.00199
1954,22,0.00204
1954,23,0.00193
1954,24,0.00189
1954,25,0.00186
1954,26,0.00178
1954,27,0.00175
1954,28,0.00186
1954,29,0.0019
1954,30,0.00193
1954,31,0.00199
1954,32,0.0021
1954,33,0.00216
1954,34,0.0023
1954,35,0.00248
1954,36,0.00262
1954,37,0.00282
1954,38,0.00313
1954,39,0.00344
1954,40,0.00382
1954,41,0.00421
1954,42,0.00471
1954,43,0.0052
1954,44,0.00568
1954,45,0.00623
1954,46,0.00693
1954,47,0.00764
1954,48,0.00833
1954,49,0.00938
1954,50,0.01039
1954,51,0.0114
1954,52,0.01246
1954,53,0.01354
1954,54,0.01463
1954,55,0.0158
1954,56,0.01716
1954,57,0.01843
1954,58,0.01947
1954,59,0.02102
1954,60,0.0231
1954,61,0.02505
1954,62,0.02727
1954,63,0.03
1954,64,0.03263
1954,65,0.03503
1954,66,0.0376
1954,67,0.04006
1954,68,0.04276
1954,69,0.04497
1954,70,0.04854
1954,71,0.05273
1954,72,0.0574
1954,73,0.06178
1954,74,0.06774
1954,75,0.07314
1954,76,0.0787
1954,77,0.08392
1954,78,0.08992
1954,79,0.0973
1954,80,0.10833
1954,81,0.11696
1954,82,0.12667
1954,83,0.13696
1954,84,0.14599
1954,85,0.16038
1954,86,0.17746
1954,87,0.19268
1954,88,0.20437
1954,89,0.21555
1954,90,0.23082
1954,91,0.24663
1954,92,0.27412
1954,93,0.29655
1954,94,0.31437
1954,95,0.32135
1954,96,0.3414
1954,97,0.36204
1954,98,0.3832
1954,99,0.40482
1954,100,0.4268
1954,101,0.44909
1954,102,0.47157
1954,103,0.49418
1954,104,0.51681
1954,105,0.53936
1954,106,0.56176
1954,107,0.58391
1954,108,0.60573
1954,109,0.62713
1954,110+,0.64805
1955,0,0.0321
1955,1,0.00204
1955,2,0.00121
1955,3,0.00094
1955,4,0.00072
1955,5,0.00066
1955,6,0.00062
1955,7,0.00057
1955,8,0.00051
1955,9,0.0006
1955,10,0.00054
1955,11,0.00051
1955,12,0.00051
1955,13,0.00063
1955,14,0.00078
1955,15,0.001
1955,16,0.00118
1955,17,0.00134
1955,18,0.00161
1955,19,0.00177
1955,20,0.00191
1955,21,0.00207
1955,22,0.00212
1955,23,0.00201
1955,24,0.00192
1955,25,0.00186
1955,26,0.00178
1955,27,0.00173
1955,28,0.00181
1955,29,0.00186
1955,30,0.00187
1955,31,0.00192
1955,32,0.00205
1955,33,0.0021
1955,34,0.00221
1955,35,0.00243
1955,36,0.00264
1955,37,0.00283
1955,38,0.00315
1955,39,0.00348
1955,40,0.00383
1955,41,0.00419
1955,42,0.00467
1955,43,0.00516
1955,44,0.00568
1955,45,0.00622
1955,46,0.00686
1955,47,0.00755
1955,48,0.00822
1955,49,0.00919
1955,50,0.01018
1955,51,0.01114
1955,52,0.01222
1955,53,0.01348
1955,54,0.01461
1955,55,0.01569
1955,56,0.01716
1955,57,0.01863
1955,58,0.0197
1955,59,0.02127
1955,60,0.0233
1955,61,0.02513
1955,62,0.02702
1955,63,0.02965
1955,64,0.03269
1955,65,0.0353
1955,66,0.03769
1955,67,0.0403
1955,68,0.04332
1955,69,0.04568
1955,70,0.04919
1955,71,0.05337
1955,72,0.0582
1955,73,0.06279
1955,74,0.06883
1955,75,0.07484
1955,76,0.08116
1955,77,0.08663
1955,78,0.0926
1955,79,0.09878
1955,80,0.10828
1955,81,0.1192
1955,82,0.12933
1955,83,0.14199
1955,84,0.15724
1955,85,0.17051
1955,86,0.18075
1955,87,0.19931
1955,88,0.20991
1955,89,0.22957
1955,90,0.24237
1955,91,0.25094
1955,92,0.27265
1955,93,0.29652
1955,94,0.31973
1955,95,0.33645
1955,96,0.35762
1955,97,0.37937
1955,98,0.40161
1955,99,0.42427
1955,100,0.44724
1955,101,0.47045
1955,102,0.49378
1955,103,0.51714
1955,104,0.54043
1955,105,0.56354
1955,106,0.58637
1955,107,0.60884
1955,108,0.63086
1955,109,0.65235
1955,110+,0.67324
1956,0,0.03173
1956,1,0.00194
1956,2,0.00117
1956,3,0.0009
1956,4,0.00074
1956,5,0.00067
1956,6,0.00062
1956,7,0.00056
1956,8,0.00051
1956,9,0.00045
1956,10,0.00052
1956,11,0.00051
1956,12,0.00053
1956,13,0.00058
1956,14,0.00075
1956,15,0.00097
1956,16,0.00119
1956,17,0.00135
1956,18,0.0016
1956,19,0.00181
1956,20,0.00195
1956,21,0.00201
1956,22,0.00214
1956,23,0.00205
1956,24,0.00195
1956,25,0.00184
1956,26,0.00174
1956,27,0.0017
1956,28,0.00177
1956,29,0.00184
1956,30,0.0019
1956,31,0.00194
1956,32,0.00208
1956,33,0.00215
1956,34,0.00221
1956,35,0.00236
1956,36,0.00256
1956,37,0.00277
1956,38,0.00309
1956,39,0.00341
1956,40,0.00376
1956,41,0.00414
1956,42,0.00463
1956,43,0.00511
1956,44,0.00566
1956,45,0.00628
1956,46,0.0069
1956,47,0.00753
1956,48,0.00817
1956,49,0.00905
1956,50,0.00997
1956,51,0.01091
1956,52,0.01193
1956,53,0.01321
1956,54,0.01459
1956,55,0.01575
1956,56,0.01713
1956,57,0.01874
1956,58,0.0201
1956,59,0.0219
1956,60,0.02392
1956,61,0.02579
1956,62,0.02764
1956,63,0.02991
1956,64,0.0327
1956,65,0.0356
1956,66,0.03809
1956,67,0.04042
1956,68,0.0433
1956,69,0.04594
1956,70,0.04972
1956,71,0.05366
1956,72,0.05795
1956,73,0.06244
1956,74,0.06819
1956,75,0.07372
1956,76,0.08005
1956,77,0.08605
1956,78,0.09315
1956,79,0.10031
1956,80,0.11051
1956,81,0.12103
1956,82,0.13383
1956,83,0.14353
1956,84,0.15312
1956,85,0.16646
1956,86,0.19296
1956,87,0.19715
1956,88,0.20933
1956,89,0.23039
1956,90,0.24912
1956,91,0.25481
1956,92,0.26694
1956,93,0.30322
1956,94,0.31448
1956,95,0.33467
1956,96,0.35537
1956,97,0.37662
1956,98,0.39836
1956,99,0.4205
1956,100,0.44297
1956,101,0.46568
1956,102,0.48853
1956,103,0.51142
1956,104,0.53427
1956,105,0.55698
1956,106,0.57945
1956,107,0.60159
1956,108,0.62333
1956,109,0.64458
1956,110+,0.66528
1957,0,0.03164
1957,1,0.00198
1957,2,0.00119
1957,3,0.00087
1957,4,0.00073
1957,5,0.00067
1957,6,0.00062
1957,7,0.00058
1957,8,0.00054
1957,9,0.00049
1957,10,0.00044
1957,11,0.00055
1957,12,0.0006
1957,13,0.00067
1957,14,0.00075
1957,15,0.00101
1957,16,0.00124
1957,17,0.00143
1957,18,0.00164
1957,19,0.00178
1957,20,0.00191
1957,21,0.00195
1957,22,0.00196
1957,23,0.00197
1957,24,0.00191
1957,25,0.00184
1957,26,0.00172
1957,27,0.00169
1957,28,0.00177
1957,29,0.00185
1957,30,0.00191
1957,31,0.00197
1957,32,0.00209
1957,33,0.00218
1957,34,0.00229
1957,35,0.00244
1957,36,0.00262
1957,37,0.00286
1957,38,0.00325
1957,39,0.00357
1957,40,0.0039
1957,41,0.00429
1957,42,0.00478
1957,43,0.00522
1957,44,0.00568
1957,45,0.00627
1957,46,0.00692
1957,47,0.00756
1957,48,0.00823
1957,49,0.0092
1957,50,0.01033
1957,51,0.01142
1957,52,0.01249
1957,53,0.01367
1957,54,0.01494
1957,55,0.01612
1957,56,0.01734
1957,57,0.01866
1957,58,0.0201
1957,59,0.02237
1957,60,0.02464
1957,61,0.02662
1957,62,0.02874
1957,63,0.0312
1957,64,0.03376
1957,65,0.03665
1957,66,0.03982
1957,67,0.04255
1957,68,0.04502
1957,69,0.04748
1957,70,0.05164
1957,71,0.05569
1957,72,0.05927
1957,73,0.06319
1957,74,0.06893
1957,75,0.07451
1957,76,0.08044
1957,77,0.08622
1957,78,0.09379
1957,79,0.10091
1957,80,0.11131
1957,81,0.11929
1957,82,0.13111
1957,83,0.14702
1957,84,0.16095
1957,85,0.17445
1957,86,0.18236
1957,87,0.21228
1957,88,0.21107
1957,89,0.23768
1957,90,0.25602
1957,91,0.26112
1957,92,0.28082
1957,93,0.2992
1957,94,0.33797
1957,95,0.3508
1957,96,0.37312
1957,97,0.39599
1957,98,0.41933
1957,99,0.44303
1957,100,0.467
1957,101,0.49112
1957,102,0.51528
1957,103,0.53937
1957,104,0.56327
1957,105,0.58689
1957,106,0.61011
1957,107,0.63284
1957,108,0.655
1957,109,0.67651
1957,110+,0.69729
1958,0,0.03151
1958,1,0.00189
1958,2,0.00122
1958,3,0.00092
1958,4,0.00071
1958,5,0.00063
1958,6,0.00059
1958,7,0.00055
1958,8,0.00052
1958,9,0.00048
1958,10,0.00044
1958,11,0.00042
1958,12,0.00057
1958,13,0.00066
1958,14,0.00076
1958,15,0.00088
1958,16,0.00113
1958,17,0.00133
1958,18,0.00156
